1.8,-0.357,1.87,0.196
2.57,-1.32,2.52,-0.789
2.9,-1.86,2.89,-2.39
2.36,-2.513,2.04,-3.4
1.1,-3.37,0.981,-2.89
-0.067,-2.65,0.929,-2.33
